ein_fk,ein_pk,ntee_irs_code,ntee_nccs_code,ntee_modern_code,nccs_level_1_category,nccs_level_2_category,nccs_level_3_category,total_revenue,total_income,total_assets,city,state,zipcode,street_address,census_cbsa_fips_code,census_cbsa_name,census_block_fips_code,census_urban_area,census_state_abbreviation,census_county_name,address_full,address_matched,latitude,longitude,geocoder_confidence_score,geocoder_match_type,bmf_subsection_code,bmf_status_code,bmf_private_foundation_filing_required,bmf_organization_code,bmf_income_code,bmf_group_exemption_number,bmf_foundation_code,bmf_filing_requirement_code,bmf_deductibility_code,bmf_classification_code,bmf_asset_code,bmf_affiliation_code,organization_ruling_date,organization_fiscal_year,organization_ruling_year,organization_first_year,organization_last_year,organization_year_count,organization_personal_ico,org_name_secondary,org_name,organization_fiscal_period
,002035096,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,IPSWICH,MA,01938-1608,,14460,"Boston-Cambridge-Newton, MA-NH",250092233003011,U,MA,,"IPSWICH,MA,01938-1608","01938-1608, Ipswich, Massachusetts",42.666462,-70.8587595,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,QUEBEC-LABRADOR FOUNDATION INC,6
,002035103,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10017-5804,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610088001002,U,NY,,"NEW YORK,NY,10017-5804","10017-5804, New York, New York",40.749993,-73.972872,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,KALMAN SUNSHINE FUND INC,6
,002035110,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0.0,0.0,SHELTER IS HT,NY,11965,PO BOX 3014,35620,"New York-Newark-Jersey City, NY-NJ-PA",361031803004076,R,NY,,"PO BOX 3014,SHELTER IS HT,NY,11965","11965, Shelter Island Heights, New York",41.0783531000001,-72.3554229,98.0,M,7,,,,,0.0,0,10,,,,,1964-06-01,2010-01-01,1964-01-01,2010-01-01,2010-01-01,,,,GARDINERS BAY COUNTRY CLUB INC,6
,002035227,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,UNION CITY,NJ,07087-4884,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340170165001000,U,NJ,,"UNION CITY,NJ,07087-4884","07087-4884, Union City, New Jersey",40.773789,-74.025549,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,FRANKLIN FUND,6
,002035229,A30,A30,ART-A30-RG,501CX NONPROFIT,O,AR,,0.0,0.0,NEW YORK,NY,10017-6603,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610080001001,U,NY,,"NEW YORK,NY,10017-6603","10017-6603, New York, New York",40.750299,-73.9767915,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,THEATRE COMMUNICATIONS GROUP INC,6
,002035316,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10016-7103,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610074003000,U,NY,,"NEW YORK,NY,10016-7103","10016-7103, New York, New York",40.746204,-73.986102,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,LORBERBAUM FOUNDATION INC,6
,002035338,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10022-2104,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610112031001,U,NY,,"NEW YORK,NY,10022-2104","10022-2104, New York, New York",40.760478,-73.9678095,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ABNER G ROSENFELD FUND INC,6
,002035370,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10018-2506,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610111001001,U,NY,,"NEW YORK,NY,10018-2506","10018-2506, New York, New York",40.754799,-73.99395,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,P & P GERLI FOUNDATION INC,6
,002035455,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,RIDGEFIELD,NJ,07657-2191,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340030451024003,U,NJ,,"RIDGEFIELD,NJ,07657-2191","07657, Ridgefield, New Jersey",40.8330759,-74.0038974999999,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,I J FELDMAN FOUNDATION INC,6
,002035543,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,CEDAR GROVE,NJ,07009-1240,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340130213005007,U,NJ,,"CEDAR GROVE,NJ,07009-1240","07009-1240, Cedar Grove, New Jersey",40.865976,-74.229552,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HARDY TRUST,6
,002035550,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10019-0000,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610139003001,U,NY,,"NEW YORK,NY,10019-0000","10019, New York, New York",40.76615,-73.987495,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HEARST FOUNDATION INC,6
,002035571,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,CHATHAM,NJ,07928-0232,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340270439003000,U,NJ,,"CHATHAM,NJ,07928-0232","07928-0232, Chatham, New Jersey",40.731786,-74.399112,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ALLIANCE FOUNDATION,6
,002035638,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,WICHITA,KS,67202-2915,,48620,"Wichita, KS",201730043021031,U,KS,,"WICHITA,KS,67202-2915","67202-2915, Wichita, Kansas",37.68606,-97.3408905,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,SALGO-NOREN FOUNDATION INC,6
,002035732,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10014-4960,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610037002005,U,NY,,"NEW YORK,NY,10014-4960","10014-4960, New York, New York",40.727682,-74.0039985,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ARTHUR FOUNDATION INC,6
,002035793,S11,S11,PSB-S00-MS,501CX NONPROFIT,S,ZA,,0.0,0.0,WHITE PLAINS,NY,10605-1830,,35620,"New York-Newark-Jersey City, NY-NJ-PA",361190095002000,U,NY,,"WHITE PLAINS,NY,10605-1830","10605-1830, White Plains, New York",41.02263,-73.759788,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,VOLUNTEER SERVICE BUREAU INC OF WESTCHESTER,6
,002035832,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,SCARSDALE,NY,10583-5313,,35620,"New York-Newark-Jersey City, NY-NJ-PA",361190101003023,U,NY,,"SCARSDALE,NY,10583-5313","10583-5313, Scarsdale, New York",40.986819,-73.8060795,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,SCHOCKEN FOUNDATION INC,6
,002035841,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,PISCATAWAY,NJ,08854-2798,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340230004043003,U,NJ,,"PISCATAWAY,NJ,08854-2798","08854, Piscataway, New Jersey",40.5754400000001,-74.4576,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HARRIS BROTHERS FOUNDATION,6
,002036130,S01,S01,PSB-S00-AA,501CX NONPROFIT,O,PB,,0.0,0.0,PURCHASE,NY,10577,700 ANDERSON HILL RD MD 426,35620,"New York-Newark-Jersey City, NY-NJ-PA",361190086024030,U,NY,,"700 ANDERSON HILL RD MD 426,PURCHASE,NY,10577","700 Anderson Hill Rd, Purchase, New York, 10577",41.034591,-73.692918,98.65,M,6,,,,,1242.0,0,20,,,,,1954-01-01,2010-01-01,1954-01-01,1999-01-01,2010-01-01,,,NEW YORK CHAPTER,AMERICAN LOGISTICS ASSN,1
,002036166,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,OTTSVILLE,PA,18942-0104,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",420171039003008,R,PA,,"OTTSVILLE,PA,18942-0104","18942-0104, Ottsville, Pennsylvania",40.472028,-75.1638105,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ORGONOMIC RESEARCH FOUNDATION,6
,002036245,B70,B70,EDU-B70-RG,501CX NONPROFIT,O,ED,,0.0,0.0,NEW YORK,NY,10021-0226,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610132012000,U,NY,,"NEW YORK,NY,10021-0226","10021-0226, New York, New York",40.769028,-73.9530315,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MEMORIAL LIBRARY & ART COLLECTION OF SECOND WORLD WAR INC,6
,002036252,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,MAHWAH,NJ,07430-2023,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340030321031006,U,NJ,,"MAHWAH,NJ,07430-2023","07430-2023, Mahwah, New Jersey",41.080869,-74.1655485,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,THEODORE R & GRAYCE W BARTELS FOUNDATION INC,6
,002036298,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10016-0202,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610082002003,U,NY,,"NEW YORK,NY,10016-0202","10016-0202, New York, New York",40.751793,-73.9810305,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ROBERT GOULET FOUNDATION,6
,002036346,A12,A1265,ART-A65-MM,501CX NONPROFIT,S,ZB,,0.0,0.0,NEW YORK,NY,10040-3172,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610279007000,U,NY,,"NEW YORK,NY,10040-3172","10040-3172, New York, New York",40.856751,-73.92888,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HELLENIC THEATER FOUNDATION OF AMERICA INC,6
,002036371,E62,E62,HEL-E62-RG,501CX NONPROFIT,O,HE,,0.0,0.0,YORKTOWN,NY,10598-0104,,35620,"New York-Newark-Jersey City, NY-NJ-PA",361190148082003,U,NY,,"YORKTOWN,NY,10598-0104","10598-0104, Yorktown Heights, New York",41.295312,-73.79109,97.18,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,YORKTOWN VOLUNTEER AMBULANCE CORP INC,6
,002036435,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10016-0203,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610082002003,U,NY,,"NEW YORK,NY,10016-0203","10016-0203, New York, New York",40.751793,-73.9810305,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,PADDY CHAYEFSKI FOUNDATION INC,6
,002036439,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0.0,0.0,NEW YORK,NY,10001-0000,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610103001011,U,NY,,"NEW YORK,NY,10001-0000","10001, New York, New York",40.750955,-73.9981099999999,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,TENDLER FOUNDATON INC,6
,002036514,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,BRONX,NY,10451-3195,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360050051001001,U,NY,,"BRONX,NY,10451-3195","10451, Bronx, New York",40.81654,-73.9272,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,JEROME & BARBARA ACKERMAN FOUNDATION,6
,002036584,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,ENGLEWOOD CLIFFS,NJ,07632-2502,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340030160006020,U,NJ,,"ENGLEWOOD CLIFFS,NJ,07632-2502","07632-2502, Englewood Cliffs, New Jersey",40.871556,-73.9562805,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,LOUIS RUBENS FILIGREE FOUNDATION INC,6
,002036586,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10017-3610,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610094001003,U,NY,,"NEW YORK,NY,10017-3610","10017-3610, New York, New York",40.755474,-73.979352,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ROBERT F SUTNER FOUNDATION INC,6
,002036793,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10021-5706,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610118004000,U,NY,,"NEW YORK,NY,10021-5706","10021-5706, New York, New York",40.766706,-73.959561,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,TASIS FOUNDATION INC,6
,002036795,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,CAMBRIDGE,MA,02138-0000,,14460,"Boston-Cambridge-Newton, MA-NH",250173536002010,U,MA,,"CAMBRIDGE,MA,02138-0000","02138, Cambridge, Massachusetts",42.3761418,-71.1185260999999,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,SMALLEY FOUNDATION INC,6
,002036871,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,LITTLE FALLS,NJ,07424-1803,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340311540031003,U,NJ,,"LITTLE FALLS,NJ,07424-1803","07424-1803, Little Falls, New Jersey",40.878837,-74.2061205,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,EDITH & MAURICE BROWN FOUNDATION INC,6
,002037026,Z99,Z99,UNU-Z99-RG,501C3 PRIVATE FOUNDATION,O,UN,,0.0,0.0,GLOUCESTER,MA,1930,10 NAIOMI DR,14460,"Boston-Cambridge-Newton, MA-NH",250092213003009,U,MA,,"10 NAIOMI DR,GLOUCESTER,MA,1930","10 Naiomi Dr, Gloucester, Massachusetts, 01930",42.6248837557999,-70.6200474070003,100.0,M,3,,,,,0.0,4,1,,,,,1968-08-01,2010-01-01,1968-01-01,1989-01-01,2010-01-01,,,,J M R BARKER FOUNDATION,8
,002037063,A33,A33,ART-A33-RG,501CX NONPROFIT,O,AR,,0.0,0.0,NEW YORK,NY,10002-7807,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610008005000,U,NY,,"NEW YORK,NY,10002-7807","10002-7807, New York, New York",40.711491,-73.9945395,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,NEWSPAPER GUILD OF NEW YORK POST UNIT NY POST COLLEGE SCHOLARSHP FD,6
,002037076,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10005-1103,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610007001000,U,NY,,"NEW YORK,NY,10005-1103","10005-1103, New York, New York",40.708818,-74.010681,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,RICHARD HAMPTON JENRETTE FOUNDATION INC,6
,002037121,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,NEW YORK,NY,10004-1412,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610009001018,U,NY,,"NEW YORK,NY,10004-1412","10004-1412, New York, New York",40.702626,-74.0140785,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,JOAN AND EDWARD JOHNSON CHARITABLE TRUST,6
,002037241,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,PEAPACK,NJ,07977-0018,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340350528002027,R,NJ,,"PEAPACK,NJ,07977-0018","07977-0018, Peapack, New Jersey",40.710834,-74.658789,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HODNETT FOUNDATION,6
,002037584,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NEW YORK,NY,10022-3904,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610108011000,U,NY,,"NEW YORK,NY,10022-3904","10022-3904, New York, New York",40.759362,-73.9680885,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,LAWRENCE J ISRAEL FOUNDATION,6
,002037804,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0.0,0.0,NEW YORK,NY,10017-3610,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610094001003,U,NY,,"NEW YORK,NY,10017-3610","10017-3610, New York, New York",40.755474,-73.979352,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CENTER FOR THE LIVING FORCE INC,6
,002037876,Z99,Z99,UNU-Z99-RG,501C3 CHARITY,O,UN,,0.0,0.0,NEW YORK,NY,10028,525 E 85TH ST,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610144011000,U,NY,,"525 E 85TH ST,NEW YORK,NY,10028","525 E 85th St, New York, New York, 10028",40.774887,-73.9463085,100.0,M,3,,,,,0.0,16,20,,,,,1972-06-01,2010-01-01,1972-01-01,2010-01-01,2010-01-01,,,,STRAVINSKY-DIAGHILCY FOUNDATION,6
,002039117,X03,X0322,,501CX NONPROFIT,O,RE,,0.0,0.0,ALBANY,NY,12207-1498,,10580,"Albany-Schenectady-Troy, NY",360010002012009,U,NY,,"ALBANY,NY,12207-1498","12207, Albany, New York",42.6544050000001,-73.7502949999999,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ALBANY CATHOLIC PRESS ASSN INC,6
,002039148,P99,P99,HMS-P99-RG,501CX NONPROFIT,O,HS,,0.0,0.0,ALBANY,NY,12203-1498,,10580,"Albany-Schenectady-Troy, NY",360010015001000,U,NY,,"ALBANY,NY,12203-1498","12203-1498, Albany, New York",42.660063,-73.776069,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ST CATHERINES CENTER FOR CHILDREN,6
,002040649,A82,A82,ART-A82-RG,501CX NONPROFIT,O,AR,,0.0,0.0,EAGLE RIDGE,NY,12057-0000,,24020,"Glens Falls, NY",361150920002051,R,NY,,"EAGLE RIDGE,NY,12057-0000","12057, Eagle Bridge, New York",42.9572254,-73.3788153,96.83,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,WASHINGTON COUNTY HISTORICAL SOCIETY,6
,002040837,B12,B12,EDU-B00-MM,501CX NONPROFIT,S,ZB,,0.0,0.0,ALBANY,NY,12201-0000,,10580,"Albany-Schenectady-Troy, NY",360010011001093,U,NY,,"ALBANY,NY,12201-0000","12201, Albany, New York",42.6476557,-73.7514302,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,J S STANDISH TRUST P 2718 FBO C F STADISH STATE BANK OF ALBANY,6
,002040838,B11,B11,EDU-B00-MS,501CX NONPROFIT,S,ZA,,0.0,0.0,ALBANY,NY,12201-0000,,10580,"Albany-Schenectady-Troy, NY",360010011001093,U,NY,,"ALBANY,NY,12201-0000","12201, Albany, New York",42.6476557,-73.7514302,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,FLORENCE STANDISH TRUST P 2717 FBO CL STANDISH STATE BK OF ALBANY,6
,002040839,B12,B12,EDU-B00-MM,501CX NONPROFIT,S,ZB,,0.0,0.0,ALBANY,NY,12201-0000,,10580,"Albany-Schenectady-Troy, NY",360010011001093,U,NY,,"ALBANY,NY,12201-0000","12201, Albany, New York",42.6476557,-73.7514302,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,J STANDISH TRUST P 2715 F30 CC STANDISH STATE BK OF ALBANY,6
,002040840,B11,B11,EDU-B00-MS,501CX NONPROFIT,S,ZA,,0.0,0.0,ALBANY,NY,12206-2394,,10580,"Albany-Schenectady-Troy, NY",360010006003010,U,NY,,"ALBANY,NY,12206-2394","12206-2394, Albany, New York",42.665292,-73.77696,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,FLORENCE STANDISH TRUST & 2714 FBO J C STANDISH STATE BK OF ALBANY,6
,002041793,P28,P28,HMS-P28-RG,501CX NONPROFIT,O,HS,,0.0,0.0,UTICA,NY,13501-6099,,46540,"Utica-Rome, NY",360650217011011,U,NY,,"UTICA,NY,13501-6099","13501-6099, Utica, New York",43.076997,-75.263922,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,JEWISH COMMUNITY CENTER ASSOCIATION,6
,002042139,B12,B12,EDU-B00-MM,501CX NONPROFIT,S,ZB,,0.0,0.0,ITHACA,NY,14850-0000,,27060,"Ithaca, NY",361090008001056,U,NY,,"ITHACA,NY,14850-0000","14850, Ithaca, New York",42.444575,-76.5001,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,TOMPKINS COUNTY FOUNDATION INC,6
,002043913,P33,P33,HMS-P33-RG,501CX NONPROFIT,O,HS,,0.0,0.0,PULASKI,NY,13142-1418,,45060,"Syracuse, NY",360750203011001,R,NY,,"PULASKI,NY,13142-1418","13142-1418, Pulaski, New York",43.570692,-76.132899,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,PULASKI DAY CARE CENTER INC,6
,002045045,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,ROCHESTER,NY,14603-1412,,40380,"Rochester, NY",360550093011014,U,NY,,"ROCHESTER,NY,14603-1412","14603-1412, Rochester, New York",43.161489,-77.606181,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,DANIEL P SMITH TRUST 301105330 NECT,6
,002045274,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,CHICAGO,IL,60603-5501,,16980,"Chicago-Naperville-Elgin, IL-IN-WI",170318391001084,U,IL,,"CHICAGO,IL,60603-5501","60603-5501, Chicago, Illinois",41.879538,-87.62868,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,FARNY R WURLITZER FOUNDATION,6
,002045399,B82,B82,EDU-B82-RG,501CX NONPROFIT,O,ED,,0.0,0.0,ROCHESTER,NY,14604-2205,,40380,"Rochester, NY",360550094021011,U,NY,,"ROCHESTER,NY,14604-2205","14604-2205, Rochester, New York",43.157538,-77.604039,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MADELINE HULBERT SCHOLARSHIP AWARD,6
,002045409,X20,X20,REL-X20-RG,501C3 CHARITY,O,RE,,0.0,0.0,ORCHARD PARK,NY,14127-1229,3210 SOUTHWESTERN BLVD,15380,"Buffalo-Cheektowaga, NY",360290137022006,U,NY,,"3210 SOUTHWESTERN BLVD,ORCHARD PARK,NY,14127-1229","3210 Southwestern Blvd, Orchard Park, New York, 14127",42.798744,-78.7476825,100.0,M,3,1,0,5,0.0,1678.0,10,6,1,7000,0,9,1964-08-01,2024-01-01,1964-01-01,1989-01-01,2024-01-01,,,,GENERAL COUNCIL OF ASSEMBLIES OF GOD FULL GOSPEL TABERNACLE,8
,002045637,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,LOS ANGELES,CA,90035-1602,,31080,"Los Angeles-Long Beach-Anaheim, CA",60372164022003,U,CA,,"LOS ANGELES,CA,90035-1602","90035-1602, Los Angeles, California",34.060068,-118.3835385,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,WEED FOUNDATION INC,6
,002045748,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,SAN DIEGO,CA,92106-2803,,41740,"San Diego-Chula Vista-Carlsbad, CA",60730072003012,U,CA,,"SAN DIEGO,CA,92106-2803","92106-2803, San Diego, California",32.722299,-117.2500785,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,PHILIP Y HAHN FOUNDATION,6
,002045775,E50,E50,HEL-E50-RG,501CX NONPROFIT,O,HE,,0.0,0.0,BUFFALO,NY,14202-2102,,15380,"Buffalo-Cheektowaga, NY",360290165002021,U,NY,,"BUFFALO,NY,14202-2102","14202-2102, Buffalo, New York",42.88977,-78.87699,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CHILDRENS REHABILITATION FOUNDATION OF VARIETY CLUB OF BUFFALO INC,6
,002046588,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,ROCHESTER,NY,14603-0000,,40380,"Rochester, NY",360550093011014,U,NY,,"ROCHESTER,NY,14603-0000","14603, Rochester, New York",43.1614900000001,-77.6061799999999,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,JAMES P GORDON FOUNDATION,6
,002046810,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,RED BANK,NJ,07701-1857,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340258036023007,U,NJ,,"RED BANK,NJ,07701-1857","07701-1857, Red Bank, New Jersey",40.350177,-74.064501,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HOWARD WHITFIELD FOUNDATION,6
,002047015,B94,B94,EDU-B94-RG,501CX NONPROFIT,O,ED,,0.0,0.0,MORRIS PLAINS,NJ,07950-3113,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340270416041011,U,NJ,,"MORRIS PLAINS,NJ,07950-3113","07950-3113, Morris Plains, New Jersey",40.855248,-74.4523785,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,PTA NEW JERSEY CONGRESS OF PARENTS & TEACHERS,6
,002047129,L99,L99,HMS-L99-RG,501CX NONPROFIT,O,HS,,0.0,0.0,WOODSTOWN,NJ,08098-1188,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",340330208001021,R,NJ,,"WOODSTOWN,NJ,08098-1188","08098-1188, Woodstown, New Jersey",39.649833,-75.327912,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ASHBROOK D SNELBAKER HOME,6
,002047248,S01,S0120,PSB-S20-AA,501CX NONPROFIT,O,PB,,0.0,0.0,CAMDEN,NJ,08102-0000,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",340076008003010,U,NJ,,"CAMDEN,NJ,08102-0000","08102, Camden, New Jersey",39.94985,-75.1191949999999,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,COMMUNITY PLANNING AND ADVOCACY COUNCIL OF CAMDEN COUNTY,6
,002047337,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,TRENTON,NJ,08608-1714,,45940,"Trenton-Princeton, NJ",340210009005004,U,NJ,,"TRENTON,NJ,08608-1714","08608-1714, Trenton, New Jersey",40.220217,-74.762109,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,IRVING WOLFF FOUNDATION,6
