EIN2,EIN,NTEE_IRS,NTEE_NCCS,NTEEV2,NCCS_LEVEL_1,NCCS_LEVEL_2,NCCS_LEVEL_3,F990_TOTAL_REVENUE_RECENT,F990_TOTAL_INCOME_RECENT,F990_TOTAL_ASSETS_RECENT,F990_ORG_ADDR_CITY,F990_ORG_ADDR_STATE,F990_ORG_ADDR_ZIP,F990_ORG_ADDR_STREET,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_BLOCK_FIPS,CENSUS_URBAN_AREA,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_ADDR_FULL,ORG_ADDR_MATCH,LATITUDE,LONGITUDE,GEOCODER_SCORE,GEOCODER_MATCH,BMF_SUBSECTION_CODE,BMF_STATUS_CODE,BMF_PF_FILING_REQ_CODE,BMF_ORGANIZATION_CODE,BMF_INCOME_CODE,BMF_GROUP_EXEMPT_NUM,BMF_FOUNDATION_CODE,BMF_FILING_REQ_CODE,BMF_DEDUCTIBILITY_CODE,BMF_CLASSIFICATION_CODE,BMF_ASSET_CODE,BMF_AFFILIATION_CODE,ORG_RULING_DATE,ORG_FISCAL_YEAR,ORG_RULING_YEAR,ORG_YEAR_FIRST,ORG_YEAR_LAST,ORG_YEAR_COUNT,ORG_PERS_ICO,ORG_NAME_SEC,ORG_NAME_CURRENT,ORG_FISCAL_PERIOD
EIN-00-2039117,2039117,X03,X0322,,501CX NONPROFIT,O,RE,,0,0,ALBANY,NY,12207-1498,,10580,"Albany-Schenectady-Troy, NY",360010002012009,U,NY,Albany County,"ALBANY,NY,12207-1498","12207, Albany, New York",42.6544050000001,-73.7502949999999,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ALBANY CATHOLIC PRESS ASSN INC,6
EIN-00-2039148,2039148,P99,P99,HMS-P99-RG,501CX NONPROFIT,O,HS,,0,0,ALBANY,NY,12203-1498,,10580,"Albany-Schenectady-Troy, NY",360010015001000,U,NY,Albany County,"ALBANY,NY,12203-1498","12203-1498, Albany, New York",42.660063,-73.776069,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ST CATHERINES CENTER FOR CHILDREN,6
EIN-00-2040649,2040649,A82,A82,ART-A82-RG,501CX NONPROFIT,O,AR,,0,0,EAGLE RIDGE,NY,12057-0000,,24020,"Glens Falls, NY",361150920002051,R,NY,Washington County,"EAGLE RIDGE,NY,12057-0000","12057, Eagle Bridge, New York",42.9572254,-73.3788153,96.83,M,,,,,,,,,,,,,,,,1989,1989,1,,,WASHINGTON COUNTY HISTORICAL SOCIETY,6
EIN-00-2040837,2040837,B12,B12,EDU-B00-MM,501CX NONPROFIT,S,ZB,,0,0,ALBANY,NY,12201-0000,,10580,"Albany-Schenectady-Troy, NY",360010011001093,U,NY,Albany County,"ALBANY,NY,12201-0000","12201, Albany, New York",42.6476557,-73.7514302,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,J S STANDISH TRUST P 2718 FBO C F STADISH STATE BANK OF ALBANY,6
EIN-00-2040838,2040838,B11,B11,EDU-B00-MS,501CX NONPROFIT,S,ZA,,0,0,ALBANY,NY,12201-0000,,10580,"Albany-Schenectady-Troy, NY",360010011001093,U,NY,Albany County,"ALBANY,NY,12201-0000","12201, Albany, New York",42.6476557,-73.7514302,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,FLORENCE STANDISH TRUST P 2717 FBO CL STANDISH STATE BK OF ALBANY,6
EIN-00-2040839,2040839,B12,B12,EDU-B00-MM,501CX NONPROFIT,S,ZB,,0,0,ALBANY,NY,12201-0000,,10580,"Albany-Schenectady-Troy, NY",360010011001093,U,NY,Albany County,"ALBANY,NY,12201-0000","12201, Albany, New York",42.6476557,-73.7514302,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,J STANDISH TRUST P 2715 F30 CC STANDISH STATE BK OF ALBANY,6
EIN-00-2040840,2040840,B11,B11,EDU-B00-MS,501CX NONPROFIT,S,ZA,,0,0,ALBANY,NY,12206-2394,,10580,"Albany-Schenectady-Troy, NY",360010006003010,U,NY,Albany County,"ALBANY,NY,12206-2394","12206-2394, Albany, New York",42.665292,-73.77696,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,FLORENCE STANDISH TRUST & 2714 FBO J C STANDISH STATE BK OF ALBANY,6
EIN-00-2041793,2041793,P28,P28,HMS-P28-RG,501CX NONPROFIT,O,HS,,0,0,UTICA,NY,13501-6099,,46540,"Utica-Rome, NY",360650217011011,U,NY,Oneida County,"UTICA,NY,13501-6099","13501-6099, Utica, New York",43.076997,-75.263922,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JEWISH COMMUNITY CENTER ASSOCIATION,6
EIN-00-2042139,2042139,B12,B12,EDU-B00-MM,501CX NONPROFIT,S,ZB,,0,0,ITHACA,NY,14850-0000,,27060,"Ithaca, NY",361090008001056,U,NY,Tompkins County,"ITHACA,NY,14850-0000","14850, Ithaca, New York",42.444575,-76.5001,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,TOMPKINS COUNTY FOUNDATION INC,6
EIN-00-2043913,2043913,P33,P33,HMS-P33-RG,501CX NONPROFIT,O,HS,,0,0,PULASKI,NY,13142-1418,,45060,"Syracuse, NY",360750203011001,R,NY,Oswego County,"PULASKI,NY,13142-1418","13142-1418, Pulaski, New York",43.570692,-76.132899,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,PULASKI DAY CARE CENTER INC,6
EIN-00-2045045,2045045,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0,0,ROCHESTER,NY,14603-1412,,40380,"Rochester, NY",360550093011014,U,NY,Monroe County,"ROCHESTER,NY,14603-1412","14603-1412, Rochester, New York",43.161489,-77.606181,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,DANIEL P SMITH TRUST 301105330 NECT,6
EIN-00-2045274,2045274,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,CHICAGO,IL,60603-5501,,16980,"Chicago-Naperville-Elgin, IL-IN-WI",170318391001084,U,IL,Cook County,"CHICAGO,IL,60603-5501","60603-5501, Chicago, Illinois",41.879538,-87.62868,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,FARNY R WURLITZER FOUNDATION,6
EIN-00-2045399,2045399,B82,B82,EDU-B82-RG,501CX NONPROFIT,O,ED,,0,0,ROCHESTER,NY,14604-2205,,40380,"Rochester, NY",360550094021011,U,NY,Monroe County,"ROCHESTER,NY,14604-2205","14604-2205, Rochester, New York",43.157538,-77.604039,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,MADELINE HULBERT SCHOLARSHIP AWARD,6
EIN-00-2045409,2045409,X20,X20,REL-X20-RG,501C3 CHARITY,O,RE,,0,0,ORCHARD PARK,NY,14127-1229,3210 SOUTHWESTERN BLVD,15380,"Buffalo-Cheektowaga, NY",360290137022006,U,NY,Erie County,"3210 SOUTHWESTERN BLVD,ORCHARD PARK,NY,14127-1229","3210 Southwestern Blvd, Orchard Park, New York, 14127",42.798744,-78.7476825,100,M,3,1,0,5,0,1678,10,6,1,7000,0,9,1964-08,2024,1964,1989,2024,36,,,GENERAL COUNCIL OF ASSEMBLIES OF GOD FULL GOSPEL TABERNACLE,8
EIN-00-2045637,2045637,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,LOS ANGELES,CA,90035-1602,,31080,"Los Angeles-Long Beach-Anaheim, CA",60372164022003,U,CA,Los Angeles County,"LOS ANGELES,CA,90035-1602","90035-1602, Los Angeles, California",34.060068,-118.3835385,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,WEED FOUNDATION INC,6
EIN-00-2045748,2045748,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,SAN DIEGO,CA,92106-2803,,41740,"San Diego-Chula Vista-Carlsbad, CA",60730072003012,U,CA,San Diego County,"SAN DIEGO,CA,92106-2803","92106-2803, San Diego, California",32.722299,-117.2500785,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,PHILIP Y HAHN FOUNDATION,6
EIN-00-2045775,2045775,E50,E50,HEL-E50-RG,501CX NONPROFIT,O,HE,,0,0,BUFFALO,NY,14202-2102,,15380,"Buffalo-Cheektowaga, NY",360290165002021,U,NY,Erie County,"BUFFALO,NY,14202-2102","14202-2102, Buffalo, New York",42.88977,-78.87699,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CHILDRENS REHABILITATION FOUNDATION OF VARIETY CLUB OF BUFFALO INC,6
EIN-00-2046588,2046588,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,ROCHESTER,NY,14603-0000,,40380,"Rochester, NY",360550093011014,U,NY,Monroe County,"ROCHESTER,NY,14603-0000","14603, Rochester, New York",43.1614900000001,-77.6061799999999,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JAMES P GORDON FOUNDATION,6
EIN-00-2046810,2046810,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,RED BANK,NJ,07701-1857,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340258036023007,U,NJ,Monmouth County,"RED BANK,NJ,07701-1857","07701-1857, Red Bank, New Jersey",40.350177,-74.064501,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HOWARD WHITFIELD FOUNDATION,6
EIN-00-2047015,2047015,B94,B94,EDU-B94-RG,501CX NONPROFIT,O,ED,,0,0,MORRIS PLAINS,NJ,07950-3113,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340270416041011,U,NJ,Morris County,"MORRIS PLAINS,NJ,07950-3113","07950-3113, Morris Plains, New Jersey",40.855248,-74.4523785,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,PTA NEW JERSEY CONGRESS OF PARENTS & TEACHERS,6
EIN-00-2047129,2047129,L99,L99,HMS-L99-RG,501CX NONPROFIT,O,HS,,0,0,WOODSTOWN,NJ,08098-1188,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",340330208001021,R,NJ,Salem County,"WOODSTOWN,NJ,08098-1188","08098-1188, Woodstown, New Jersey",39.649833,-75.327912,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ASHBROOK D SNELBAKER HOME,6
EIN-00-2047248,2047248,S01,S0120,PSB-S20-AA,501CX NONPROFIT,O,PB,,0,0,CAMDEN,NJ,08102-0000,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",340076008003010,U,NJ,Camden County,"CAMDEN,NJ,08102-0000","08102, Camden, New Jersey",39.94985,-75.1191949999999,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,COMMUNITY PLANNING AND ADVOCACY COUNCIL OF CAMDEN COUNTY,6
EIN-00-2047337,2047337,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,TRENTON,NJ,08608-1714,,45940,"Trenton-Princeton, NJ",340210009005004,U,NJ,Mercer County,"TRENTON,NJ,08608-1714","08608-1714, Trenton, New Jersey",40.220217,-74.762109,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,IRVING WOLFF FOUNDATION,6
EIN-00-2047430,2047430,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,PRINCETON,NJ,08540-3020,,45940,"Trenton-Princeton, NJ",340210045021006,U,NJ,Mercer County,"PRINCETON,NJ,08540-3020","08540-3020, Princeton, New Jersey",40.35114,-74.6717985,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ELLERSLIE FUND,6
EIN-00-2047433,2047433,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,NEW YORK,NY,10016-4888,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610070021000,U,NY,New York County,"NEW YORK,NY,10016-4888","10016-4888, New York, New York",40.745448,-73.9776285,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,WALTER READE FOUNDATION INC,6
EIN-00-2047434,2047434,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,TRENTON,NJ,08618-3301,,45940,"Trenton-Princeton, NJ",340210013003014,U,NJ,Mercer County,"TRENTON,NJ,08618-3301","08618-3301, Trenton, New Jersey",40.237848,-74.79513,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CHARLES B GILBERT FOUNDATION INC,6
EIN-00-2047437,2047437,N12,N12,HMS-N00-MM,501CX NONPROFIT,S,ZB,,0,0,TRENTON,NJ,08628-3514,,45940,"Trenton-Princeton, NJ",340210037083012,U,NJ,Mercer County,"TRENTON,NJ,08628-3514","08628, Trenton, New Jersey",40.2634450000001,-74.817835,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JOSEPH FISHBERG FOUNDATION,6
EIN-00-2047444,2047444,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,TRENTON,NJ,08619-0000,,45940,"Trenton-Princeton, NJ",340210029031021,U,NJ,Mercer County,"TRENTON,NJ,08619-0000","08619, Trenton, New Jersey",40.23749,-74.69305,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,GOODALL RUBBER COMPANY CHARITABLE & WELFARE FOUNDATION,6
EIN-00-2047518,2047518,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0,0,MORRISTOWN,NJ,7962,PO BOX 1474,35620,"New York-Newark-Jersey City, NY-NJ-PA",340270422004028,U,NJ,Morris County,"PO BOX 1474,MORRISTOWN,NJ,7962","07962, Morristown, New Jersey",40.81744,-74.45203,98,M,15,,,,,0,0,20,,,,,1936-11,2010,1936,2010,2010,1,,,BAKERS INSURANCE CO OF NEW JERSEY,11
EIN-00-2048285,2048285,A50,A50,ART-A50-RG,501CX NONPROFIT,O,AR,,0,0,MONTCLAIR,NJ,07042-0000,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340130168003004,U,NJ,Essex County,"MONTCLAIR,NJ,07042-0000","07042, Montclair, New Jersey",40.816355,-74.2155549999999,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,MONTCLAIR ART MUSEUM,6
EIN-00-2048609,2048609,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,EAST ORANGE,NJ,07018-3897,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340130112002003,U,NJ,Essex County,"EAST ORANGE,NJ,07018-3897","07018, East Orange, New Jersey",40.7585800000001,-74.218965,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,TURRELL FUND,6
EIN-00-2048664,2048664,P75,P75,HMS-P75-RG,501CX NONPROFIT,O,HS,,0,0,MAPLEWOOD,NJ,07040-0000,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340130198001006,U,NJ,Essex County,"MAPLEWOOD,NJ,07040-0000","07040, Maplewood, New Jersey",40.72277,-74.26812,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,MARCUS L WARD HOME FOR AGED AND RESPECTABLE BACHELORS AND WIDOWERS,6
EIN-00-2048751,2048751,E50,E50,HEL-E50-RG,501C3 CHARITY,O,HE,,0,0,CRANFORD,NJ,7016,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340390370004013,U,NJ,Union County,"CRANFORD,NJ,7016","07016, Cranford, New Jersey",40.6583400000001,-74.303215,100,M,3,,,,,,15,,,,,,1967-04,2003,1967,1989,2003,15,,UNION CO SOC FOR CRPLD CHLD & ADLTS,EASTER SEAL SOCIETY,4
EIN-00-2048776,2048776,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,EAST ORANGE,NJ,07018-2166,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340130112002003,U,NJ,Essex County,"EAST ORANGE,NJ,07018-2166","07018, East Orange, New Jersey",40.7585800000001,-74.218965,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,J BELLOCK FAMILY FOUNDATION,6
EIN-00-2049079,2049079,I72,I72,HMS-I72-RG,501CX NONPROFIT,O,HS,,0,0,PATERSON,NJ,07509-2177,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340311832002027,U,NJ,Passaic County,"PATERSON,NJ,07509-2177","07509-2177, Paterson, New Jersey",40.913559,-74.1667815,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,PASSAIC COUNTY CHILDRENS AID & SOC FOR PREVNTN OF CRUELTY TO CHILDREN,6
EIN-00-2049080,2049080,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,POMPTON LAKES,NJ,07442-2094,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340311964041017,U,NJ,Passaic County,"POMPTON LAKES,NJ,07442-2094","07442, Pompton Lakes, New Jersey",41.0050037,-74.2900575,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,WILLARD G KLUGE FOUNDATION INC,6
EIN-00-2049086,2049086,L99,L99,HMS-L99-RG,501CX NONPROFIT,O,HS,,0,0,PATERSON,NJ,07513-0000,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340311827022000,U,NJ,Passaic County,"PATERSON,NJ,07513-0000","07513, Paterson, New Jersey",40.90655,-74.150945,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HOMEBOUND PILOTS,6
EIN-00-2049088,2049088,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,WESTFIELD,NJ,07090-3342,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340390368003006,U,NJ,Union County,"WESTFIELD,NJ,07090-3342","07090-3342, Westfield, New Jersey",40.638852,-74.3496705,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,TOBELMANN FOUNDATION,6
EIN-00-2049097,2049097,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,FAR HILLS,NJ,07931-0402,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340350528002006,R,NJ,Somerset County,"FAR HILLS,NJ,07931-0402","07931-0402, Far Hills, New Jersey",40.702338,-74.6460405,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,LOUIS V ARONSON II FOUNDATION,6
EIN-00-2049102,2049102,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,MORRISTOWN,NJ,07960-5053,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340270438011016,U,NJ,Morris County,"MORRISTOWN,NJ,07960-5053","07960-5053, Morristown, New Jersey",40.799727,-74.4913395,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,KLEITMAN FOUNDATION,6
EIN-00-2049138,2049138,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,JERSEY CITY,NJ,07304-1302,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340170040001011,U,NJ,Hudson County,"JERSEY CITY,NJ,07304-1302","07304-1302, Jersey City, New Jersey",40.721688,-74.083392,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,J I HASS FOUNDATION,6
EIN-00-2049139,2049139,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,NEW VERNON,NJ,07976-0000,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340270442001012,U,NJ,Morris County,"NEW VERNON,NJ,07976-0000","07976, New Vernon, New Jersey",40.7444737000001,-74.4939214,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,FUTERAN FOUNDATION,6
EIN-00-2049236,2049236,A60,A60,ART-A60-RG,501CX NONPROFIT,O,AR,,0,0,PRINCETON,NJ,08540-0000,,45940,"Trenton-Princeton, NJ",340210045013015,U,NJ,Mercer County,"PRINCETON,NJ,08540-0000","08540, Princeton, New Jersey",40.35263,-74.641915,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,POCUMTUCK COMPANY,6
EIN-00-2049242,2049242,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,WEST END,NJ,07742-0000,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",340076061002015,U,NJ,Camden County,"WEST END,NJ,07742-0000","West End Ave, Haddonfield, New Jersey, 08033",39.8973303447068,-75.0435124320738,80.32,T,,,,,,,,,,,,,,,,1989,1989,1,,,VINIK FOUNDATION,6
EIN-00-2049289,2049289,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,PRINCETON,NJ,08540-0000,,45940,"Trenton-Princeton, NJ",340210045013015,U,NJ,Mercer County,"PRINCETON,NJ,08540-0000","08540, Princeton, New Jersey",40.35263,-74.641915,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CURTIS W MCGRAW FOUNDATION ONE PALMER SQUARE,6
EIN-00-2049300,2049300,S21,S20,PSB-S20-RG,501CX NONPROFIT,O,PB,,0,0,PATERSON,NJ,07501-2003,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340311817022002,U,NJ,Passaic County,"PATERSON,NJ,07501-2003","07501-2003, Paterson, New Jersey",40.918689,-74.16549,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,PATERSON TASK FORCE FOR COMMUNITY ACTION INC,6
EIN-00-2049313,2049313,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,IRVINGTON,NJ,07111-3615,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340130130001005,U,NJ,Essex County,"IRVINGTON,NJ,07111-3615","07111-3615, Irvington, New Jersey",40.728753,-74.2221585,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,FRANCES AND GEORGE LEVIN FOUNDATION,6
EIN-00-2049332,2049332,T70,T70,PSB-T70-RG,501CX NONPROFIT,S,ZE,,0,0,MORRISTOWN,NJ,07960-6078,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340270437001005,U,NJ,Morris County,"MORRISTOWN,NJ,07960-6078","07960-6078, Morristown, New Jersey",40.788027,-74.47122,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,UNITED WAY OF NORTH ESSEX,6
EIN-00-2049435,2049435,S21,S20,PSB-S20-RG,501CX NONPROFIT,O,PB,,0,0,UNION CITY,NJ,07087-3798,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340170169001003,U,NJ,Hudson County,"UNION CITY,NJ,07087-3798","07087-3798, Union City, New Jersey",40.768119,-74.033622,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,NORTH HUDSON COMMUNITY ACTION CORPORATION,6
EIN-00-2049542,2049542,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,TEANECK,NJ,07666-3302,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340030545003002,U,NJ,Bergen County,"TEANECK,NJ,07666-3302","07666-3302, Teaneck, New Jersey",40.884642,-74.01726,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JULIUS & EVELYN CASSER PHILANTHROPIC FOUNDATION,6
EIN-00-2049570,2049570,A82,A82,ART-A82-RG,501CX NONPROFIT,O,AR,,0,0,MILLVILLE,NJ,08332-0000,,47220,"Vineland-Bridgeton, NJ",340110302003011,U,NJ,Cumberland County,"MILLVILLE,NJ,08332-0000","08332, Millville, New Jersey",39.40007,-75.03288,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,WHEATON HISTORICAL ASSOCIATION,6
EIN-00-2049688,2049688,P33,P33,HMS-P33-RG,501CX NONPROFIT,O,HS,,0,0,BURLINGTON,NJ,08016-0000,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",340057012051017,U,NJ,Burlington County,"BURLINGTON,NJ,08016-0000","08016, Burlington, New Jersey",40.0739750000001,-74.859035,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,BURLINGTON COUNTY DAY CARE FAMILY DEVELOPMENT COUNCIL,6
EIN-00-2049722,2049722,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,MOUNTAINSIDE,NJ,07092-2903,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340390383005021,U,NJ,Union County,"MOUNTAINSIDE,NJ,07092-2903","07092-2903, Mountainside, New Jersey",40.680027,-74.338092,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,MASSLER FOUNDATION,6
EIN-00-2049733,2049733,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,CAMDEN,NJ,08101-1100,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",340076104003008,U,NJ,Camden County,"CAMDEN,NJ,08101-1100","08101-1100, Camden, New Jersey",39.946311,-75.1217985,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CONCORD FOUNDATION,6
EIN-00-2049761,2049761,L99,L99,HMS-L99-RG,501CX NONPROFIT,O,HS,,0,0,ELIZABETH,NJ,07208-3704,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340390316011010,U,NJ,Union County,"ELIZABETH,NJ,07208-3704","07208-3704, Elizabeth, New Jersey",40.670307,-74.2155885,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HOME OWNERSHIP MOVEMENT OF ELIZABETH INC,6
EIN-00-2049843,2049843,B21,B21,EDU-B21-RG,501CX NONPROFIT,O,ED,,0,0,FARMINGDALE,NJ,07727-1408,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340258116002013,U,NJ,Monmouth County,"FARMINGDALE,NJ,07727-1408","07727-1408, Farmingdale, New Jersey",40.193766,-74.1643695,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HOWELL NURSERY SCHOOL,6
EIN-00-2050012,2050012,F32,F32,HEL-F32-RG,501CX NONPROFIT,O,HE,,0,0,PARAMUS,NJ,07652-3617,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340030423023012,U,NJ,Bergen County,"PARAMUS,NJ,07652-3617","07652-3617, Paramus, New Jersey",40.961268,-74.0735505,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CENTRAL BERGEN COMMUNITY MENTAL HEALTH CENTER INC,6
EIN-00-2050379,2050379,A80,A80,ART-A80-RG,501CX NONPROFIT,O,AR,,0,0,CLIFTON,NJ,07013-4219,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340311243124000,U,NJ,Passaic County,"CLIFTON,NJ,07013-4219","07013-4219, Clifton, New Jersey",40.851369,-74.179899,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HERITAGE SQUARE ASSOC,6
EIN-00-2050524,2050524,E80,E80,HEL-E80-RG,501CX NONPROFIT,O,HE,,0,0,GUTTENBERG,NJ,07093-1848,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340170150031004,U,NJ,Hudson County,"GUTTENBERG,NJ,07093-1848","07093, Guttenberg, New Jersey",40.7935633552547,-74.0066865746291,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,GROUP HEALTH PLAN OF NEW JERSEY INC,6
EIN-00-2050737,2050737,R22,S99,PSB-S99-RG,501CX NONPROFIT,O,PB,,0,0,WASHINGTON,DC,20045-0000,,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",110010058022005,U,DC,District of Columbia,"WASHINGTON,DC,20045-0000","20045, Washington, District of Columbia",38.8971550000001,-77.031955,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,MINORITY TRUCKING-TRANSPORTATION DEV CORP,6
EIN-00-2050958,2050958,B94,B94,EDU-B94-RG,501C3 CHARITY,O,ED,,0,0,N PLAINFIELD,NJ,7063,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340350519002012,U,NJ,Somerset County,"N PLAINFIELD,NJ,7063","07063, North Plainfield, New Jersey",40.610384025135,-74.4529355217169,100,M,3,,,,,,16,,,,,,1972-04,2000,1972,1989,2000,12,,PTA-NJ,PTA NEW JERSEY CONGRESS OF-WEST END 018592,4
EIN-00-2051375,2051375,E20,E20,HOS-E20-RG,501CX NONPROFIT,O,HE,,0,0,CAMDEN,NJ,08101-1990,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",340076104003008,U,NJ,Camden County,"CAMDEN,NJ,08101-1990","08101-1990, Camden, New Jersey",39.946311,-75.1217985,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,COOPER MEDICAL CENTER AMBULATORY CARE INC,6
