EIN2,CENSUS_CSA_FIPS,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_CBSA_LEGAL_NAME,CENSUS_CBSA_LEGAL_CODE,geometry,CENSUS_BLOCK_CODE,CENSUS_BLOCK_FIPS,CENSUS_BLOCK_NAME,CENSUS_URBAN_AREA,CENSUS_URBAN_AREA_CODE,CENSUS_URBAN_AREA_TYPE,CENSUS_FUNCTIONAL_STATUS,CENSUS_BLOCK_HOUSING_UNIT_COUNT,CENSUS_BLOCK_POPULATION_COUNT,CENSUS_STATE_FIPS,CENSUS_COUNTY_FIPS,CENSUS_TRACT_CODE,CENSUS_TRACT_FIPS,CENSUS_TRACT_NAME,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,ORG_FISCAL_YEAR,ORG_ADDR_FULL,ORG_ADDR_MATCH,LONGITDUE,LATITUDE,ADDR_TYPE,GEOCODER_SCORE,GEOCODER_MATCH
EIN-00-0000000,,,,,,0|0,,,,,,,,,,,,,,,,,,1996,",,",,0,0,,0,U
EIN-00-2159217,,20260,"Duluth, MN-WI","Duluth, MN-WI Metro Area",M1,-92.100745|46.784255,1031,271370019001031,Block 1031,U,24850,U,S,1,8,27,137,1900,27137001900,Census Tract 19,MN,St. Louis County,Minnesota,1989,"DULUTH,MN,55802-0000","55802, Duluth, Minnesota",-92.100745,46.784255,Postal,100,M
EIN-00-2159288,378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-93.0805364224964|44.8835668853422,4000,270370605054000,Block 4000,U,57628,U,S,430,818,27,37,60505,27037060505,Census Tract 605.05,MN,Dakota County,Minnesota,1989,"MENDOTA,MN,55050-0000","Mendota Rd, Saint Paul, Minnesota, 55118",-93.0805364224964,44.8835668853422,StreetName,80.32,T
EIN-00-2159362,,,,,,-96.206472|43.656714,3008,271335703003008,Block 3008,U,52147,U,S,0,0,27,133,570300,27133570300,Census Tract 5703,MN,Rock County,Minnesota,1989,"LUVERNE,MN,56156-1526","56156-1526, Luverne, Minnesota",-96.206472,43.656714,PostalExt,100,M
EIN-00-2159662,378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-93.06645|44.9591350000001,1007,271230345001007,Block 1007,U,57628,U,S,52,129,27,123,34500,27123034500,Census Tract 345,MN,Ramsey County,Minnesota,1989,"ST PAUL,MN,55106-0000","55106, Saint Paul, Minnesota",-93.06645,44.9591350000001,Postal,100,M
EIN-00-2159744,378,41060,"St. Cloud, MN","St. Cloud, MN Metro Area",M1,-94.16018|45.5495900000001,2023,271450003032023,Block 2023,U,77338,U,S,32,51,27,145,303,27145000303,Census Tract 3.03,MN,Stearns County,Minnesota,1989,"ST CLOUD,MN,56301-0000","56301, Saint Cloud, Minnesota",-94.16018,45.5495900000001,Postal,100,M
EIN-00-2159755,,,,,,0|0,,,,,,,,,,,,,,,,,,1989,"EDIMN,55435-2393",,0,0,,0,U
EIN-00-2159901,378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-93.09107|44.9512600000001,1009,271230342031009,Block 1009,U,57628,U,S,160,344,27,123,34203,27123034203,Census Tract 342.03,MN,Ramsey County,Minnesota,1989,"ST PAUL,MN,55101-0000","55101, Saint Paul, Minnesota",-93.09107,44.9512600000001,Postal,100,M
EIN-00-2160225,,20260,"Duluth, MN-WI","Duluth, MN-WI Metro Area",M1,-92.469429|46.637604,2001,270170704022001,Block 2001,R,,,S,79,168,27,17,70402,27017070402,Census Tract 704.02,MN,Carlton County,Minnesota,1989,"CARLTON,MN,55718-0310","55718-0310, Carlton, Minnesota",-92.469429,46.637604,PostalExt,100,M
EIN-00-2161641,378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-93.26498011|44.9790508230001,1003,270531261021003,Block 1003,U,57628,U,S,0,0,27,53,126102,27053126102,Census Tract 1261.02,MN,Hennepin County,Minnesota,1989,"MINNEAPOLIS,MN,55480-0000","55480, Minneapolis, Minnesota",-93.26498011,44.9790508230001,Postal,100,M
EIN-00-2161699,378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-93.0913695|44.947251,4000,271230342014000,Block 4000,U,57628,U,S,1,17,27,123,34201,27123034201,Census Tract 342.01,MN,Ramsey County,Minnesota,1989,"SAINT PAUL,MN,55101-4899","55101-4899, Saint Paul, Minnesota",-93.0913695,44.947251,PostalExt,100,M
EIN-00-2161707,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.97532|40.76361,1002,360610112011002,Block 1002,U,63217,U,S,172,197,36,61,11201,36061011201,Census Tract 112.01,NY,New York County,New York,1989,"NEW YORK,NY,10019-2603","10019-2603, New York, New York",-73.97532,40.76361,PostalExt,100,M
EIN-00-2161732,378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-92.780445|45.0168600000001,1053,271630707041053,Block 1053,U,85006,U,S,3,9,27,163,70704,27163070704,Census Tract 707.04,MN,Washington County,Minnesota,1989,"BAYPORT,MN,55003-0000","55003, Bayport, Minnesota",-92.780445,45.0168600000001,Postal,100,M
EIN-00-2162018,378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-93.3287890943675|44.9489456365928,1026,270531065001026,Block 1026,U,57628,U,S,34,82,27,53,106500,27053106500,Census Tract 1065,MN,Hennepin County,Minnesota,1989,"ST LOUIS PARK,MN,55416-0000","55416, Cedar-Isles-Dean, St Louis Park, Minnesota",-93.3287890943675,44.9489456365928,PostalLoc,100,T
EIN-00-2162839,378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-93.26498011|44.9790508230001,1003,270531261021003,Block 1003,U,57628,U,S,0,0,27,53,126102,27053126102,Census Tract 1261.02,MN,Hennepin County,Minnesota,1989,"MINNEAPOLIS,MN,55480-0000","55480, Minneapolis, Minnesota",-93.26498011,44.9790508230001,Postal,100,M
EIN-00-2162885,378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-93.26498011|44.9790508230001,1003,270531261021003,Block 1003,U,57628,U,S,0,0,27,53,126102,27053126102,Census Tract 1261.02,MN,Hennepin County,Minnesota,1989,"MINNEAPOLIS,MN,55440-0000","55440, Minneapolis, Minnesota",-93.26498011,44.9790508230001,Postal,100,M
EIN-00-2163152,378,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-93.3030457447425|45.0680201617544,3006,270530202013006,Block 3006,U,57628,U,S,222,315,27,53,20201,27053020201,Census Tract 202.01,MN,Hennepin County,Minnesota,1989,"BROOKLYN CENTER,MN,55430-2199","55430, Brooklyn Center, Minnesota",-93.3030457447425,45.0680201617544,PostalLoc,100,M
EIN-00-2165437,161,15460,"Burlington, IA-IL","Burlington, IA-IL Micro Area",M2,-91.110365|40.79294,6019,190570005006019,Block 6019,U,11674,U,S,10,21,19,57,500,19057000500,Census Tract 5,IA,Des Moines County,Iowa,1989,"BURLINGTON,IA,52601-5282","52601, Burlington, Iowa",-91.110365,40.79294,Postal,100,M
EIN-00-2166063,218,37800,"Pella, IA","Pella, IA Micro Area",M2,-92.912292|41.412393,2028,191250302012028,Block 2028,U,68347,U,S,11,31,19,125,30201,19125030201,Census Tract 302.01,IA,Marion County,Iowa,1989,"PELLA,IA,50219-1298","50219-1298, Pella, Iowa",-92.912292,41.412393,PostalExt,100,M
EIN-00-2166371,,,,,,-94.67821|43.1092150000001,4069,191479603004069,Block 4069,R,,,S,21,16,19,147,960300,19147960300,Census Tract 9603,IA,Palo Alto County,Iowa,1989,"EMMETSBURG,IA,50536-0000","50536, Emmetsburg, Iowa",-94.67821,43.1092150000001,Postal,100,M
EIN-00-2166382,168,26980,"Iowa City, IA","Iowa City, IA Metro Area",M1,-91.527228|41.655627,1004,191030016021004,Block 1004,U,41590,U,S,173,332,19,103,1602,19103001602,Census Tract 16.02,IA,Johnson County,Iowa,1989,"IOWA CITY,IA,52240-5082","52240-5082, Iowa City, Iowa",-91.527228,41.655627,PostalExt,100,M
EIN-00-2166819,218,19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",M1,-93.629385|41.6049400000001,2017,191530050002017,Block 2017,U,23743,U,S,26,49,19,153,5000,19153005000,Census Tract 50,IA,Polk County,Iowa,1999,"DES MOINES,IA,50314","50314, Des Moines, Iowa",-93.629385,41.6049400000001,Postal,100,M
EIN-00-2167102,,47940,"Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA Metro Area",M1,-92.411199|42.504417,2000,190130025002000,Block 2000,U,92593,U,S,64,114,19,13,2500,19013002500,Census Tract 25,IA,Black Hawk County,Iowa,1989,"CEDAR FALLS,IA,50613-6207","50613-6207, Cedar Falls, Iowa",-92.411199,42.504417,PostalExt,100,M
EIN-00-2167549,218,19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",M1,-93.6195615|41.59953,1050,191530049001050,Block 1050,U,23743,U,S,0,0,19,153,4900,19153004900,Census Tract 49,IA,Polk County,Iowa,1989,"DES MOINES,IA,50301-0005","50301-0005, Des Moines, Iowa",-93.6195615,41.59953,PostalExt,100,M
EIN-00-2167955,218,19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",M1,-93.610872|41.588847,1034,191530051021034,Block 1034,U,23743,U,S,72,64,19,153,5102,19153005102,Census Tract 51.02,IA,Polk County,Iowa,1989,"DES MOINES,IA,50309-1978","50309-1978, Des Moines, Iowa",-93.610872,41.588847,PostalExt,100,M
EIN-00-2168604,476,41180,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,-90.408775|38.57739,2004,291892183002004,Block 2004,U,77770,U,S,106,206,29,189,218300,29189218300,Census Tract 2183,MO,St. Louis County,Missouri,2009,",ST LOUIS,MO,63122","63122, Saint Louis, Missouri",-90.408775,38.57739,Postal,100,M
EIN-00-2168673,476,41180,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,-90.316765|38.6277050000001,1020,291892168001020,Block 1020,U,77770,U,S,19,27,29,189,216800,29189216800,Census Tract 2168,MO,St. Louis County,Missouri,1989,"ST LOUIS,MO,63117-1187","63117, Saint Louis, Missouri",-90.316765,38.6277050000001,Postal,100,M
EIN-00-2169323,,27620,"Jefferson City, MO","Jefferson City, MO Metro Area",M1,-92.17376|38.571785,1034,290510105001034,Block 1034,U,42967,U,S,2,9,29,51,10500,29051010500,Census Tract 105,MO,Cole County,Missouri,1989,"JEFFERSON CITY,MO,65101-1789","65101, Jefferson City, Missouri",-92.17376,38.571785,Postal,100,M
EIN-00-2169823,,,,,,-89.7482295|36.234036,2024,291554702002024,Block 2024,R,,,S,3,1,29,155,470200,29155470200,Census Tract 4702,MO,Pemiscot County,Missouri,1989,"HAYTI,MO,63851-1645","63851-1645, Hayti, Missouri",-89.7482295,36.234036,PostalExt,100,M
EIN-00-2170429,476,41180,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,-90.5907583514221|38.5964380563206,1009,291892178061009,Block 1009,U,77770,U,S,90,191,29,189,217806,29189217806,Census Tract 2178.06,MO,St. Louis County,Missouri,2008,"ELLISVILLE,MO,63011","63011, Ellisville, Missouri",-90.5907583514221,38.5964380563206,PostalLoc,100,M
EIN-00-2171501,476,41180,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,-90.2057715|38.629089,2014,295101255002014,Block 2014,U,77770,U,S,1,3,29,510,125500,29510125500,Census Tract 1255,MO,St. Louis city,Missouri,1989,"ST LOUIS,MO,63166-0387","63166-0387, Saint Louis, Missouri",-90.2057715,38.629089,PostalExt,100,M
EIN-00-2171577,476,41180,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,-90.29606|38.5908600000001,3002,295101141023002,Block 3002,U,77770,U,S,12,18,29,510,114102,29510114102,Census Tract 1141.02,MO,St. Louis city,Missouri,1989,"ST LOUIS,MO,63109-0000","63109, Saint Louis, Missouri",-90.29606,38.5908600000001,Postal,100,M
EIN-00-2173603,312,28140,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,-94.872438|39.110607,1005,202090448071005,Block 1005,U,43912,U,S,0,0,20,209,44807,20209044807,Census Tract 448.07,KS,Wyandotte County,Kansas,1989,"BONNER SPRINGS,KS,66012-9045","66012-9045, Bonner Springs, Kansas",-94.872438,39.110607,PostalExt,100,M
EIN-00-2173942,312,28140,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,-94.69725|38.9711750000001,2005,200910519022005,Block 2005,U,43912,U,S,21,43,20,91,51902,20091051902,Census Tract 519.02,KS,Johnson County,Kansas,1989,"OVERLAND PARK,KS,66212-0000","66212, Overland Park, Kansas",-94.69725,38.9711750000001,Postal,100,M
EIN-00-2173966,312,28140,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,-94.586301|39.085218,1053,290950158001053,Block 1053,U,43912,U,S,0,0,29,95,15800,29095015800,Census Tract 158,MO,Jackson County,Missouri,1989,"KANSAS CITY,MO,64141-0226","64141-0226, Kansas City, Missouri",-94.586301,39.085218,PostalExt,100,M
EIN-00-2174709,,13900,"Bismarck, ND","Bismarck, ND Metro Area",M1,-100.7906308|46.8112150000001,2018,380150101002018,Block 2018,U,7921,U,S,14,27,38,15,10100,38015010100,Census Tract 101,ND,Burleigh County,North Dakota,1989,"BISMARCK,ND,58501-0000","58501, Bismarck, North Dakota",-100.7906308,46.8112150000001,Postal,100,M
EIN-00-2174941,,48780,"Williston, ND","Williston, ND Micro Area",M2,-103.628682|48.148776,2080,381059541002080,Block 2080,U,95644,U,S,7,13,38,105,954100,38105954100,Census Tract 9541,ND,Williams County,North Dakota,1989,"WILLISTON,ND,58801-5131","58801-5131, Williston, North Dakota",-103.628682,48.148776,PostalExt,100,M
EIN-00-2175266,244,22020,"Fargo, ND-MN","Fargo, ND-MN Metro Area",M1,-96.791255|46.88235,1030,380170005011030,Block 1030,U,29089,U,S,90,82,38,17,501,38017000501,Census Tract 5.01,ND,Cass County,North Dakota,1989,"FARGO,ND,58102-0000","58102, Fargo, North Dakota",-96.791255,46.88235,Postal,100,M
EIN-00-2175410,244,22020,"Fargo, ND-MN","Fargo, ND-MN Metro Area",M1,-96.791255|46.88235,1030,380170005011030,Block 1030,U,29089,U,S,90,82,38,17,501,38017000501,Census Tract 5.01,ND,Cass County,North Dakota,1989,"FARGO,ND,58102-0000","58102, Fargo, North Dakota",-96.791255,46.88235,Postal,100,M
EIN-00-2176455,,38180,"Pierre, SD","Pierre, SD Micro Area",M2,-100.3530915|44.376867,3022,460659777003022,Block 3022,U,69292,U,S,9,22,46,65,977700,46065977700,Census Tract 9777,SD,Hughes County,South Dakota,1989,"PIERRE,SD,57501-1628","57501-1628, Pierre, South Dakota",-100.3530915,44.376867,PostalExt,100,M
EIN-00-2177328,420,36540,"Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA Metro Area",M1,-95.945931|41.259843,2041,310550016002041,Block 2041,U,65269,U,S,0,0,31,55,1600,31055001600,Census Tract 16,NE,Douglas County,Nebraska,1989,"OMAHA,NE,68102-1208","68102-1208, Omaha, Nebraska",-95.945931,41.259843,PostalExt,100,M
EIN-00-2177453,339,30700,"Lincoln, NE","Lincoln, NE Metro Area",M1,-96.642|40.78413,1002,311090037221002,Block 1002,U,49933,U,S,9,29,31,109,3722,31109003722,Census Tract 37.22,NE,Lancaster County,Nebraska,1989,"LINCOLN,NE,68506-0097","68506-0097, Lincoln, Nebraska",-96.642,40.78413,PostalExt,100,M
EIN-00-2179163,,41460,"Salina, KS","Salina, KS Micro Area",M2,-97.609248|38.832363,3001,201690001013001,Block 3001,U,78283,U,S,16,40,20,169,101,20169000101,Census Tract 1.01,KS,Saline County,Kansas,1989,"SALIKS,67401-4144","67401-4144, Salina, Kansas",-97.609248,38.832363,PostalExt,84,M
EIN-00-2179868,556,48620,"Wichita, KS","Wichita, KS Metro Area",M1,-97.26138|37.70649,2013,201730073012013,Block 2013,U,95077,U,S,67,87,20,173,7301,20173007301,Census Tract 73.01,KS,Sedgwick County,Kansas,1989,"WICHITA,KS,67206-1306","67206-1306, Wichita, Kansas",-97.26138,37.70649,PostalExt,100,M
EIN-00-2180004,,,,,,-97.213945|38.9195600000001,3004,200410844003004,Block 3004,U,253,U,S,2,17,20,41,84400,20041084400,Census Tract 844,KS,Dickinson County,Kansas,1989,"ABILENE,KS,67410-0000","67410, Abilene, Kansas",-97.213945,38.9195600000001,Postal,100,M
EIN-00-2180167,556,48620,"Wichita, KS","Wichita, KS Metro Area",M1,-97.3450305|38.050569,1035,200790301001035,Block 1035,U,63109,U,S,5,7,20,79,30100,20079030100,Census Tract 301,KS,Harvey County,Kansas,1989,"NEWTON,KS,67114-1819","67114-1819, Newton, Kansas",-97.3450305,38.050569,PostalExt,100,M
EIN-00-2180240,,25700,"Hays, KS","Hays, KS Micro Area",M2,-99.331902|38.867076,1014,200510729021014,Block 1014,U,37783,U,S,32,57,20,51,72902,20051072902,Census Tract 729.02,KS,Ellis County,Kansas,1989,"HAYS,KS,67601-4136","67601-4136, Hays, Kansas",-99.331902,38.867076,PostalExt,100,M
EIN-00-2180541,556,48620,"Wichita, KS","Wichita, KS Metro Area",M1,-97.43025|38.133995,3069,200790305003069,Block 3069,R,,,S,70,129,20,79,30500,20079030500,Census Tract 305,KS,Harvey County,Kansas,1989,"HESSTON,KS,67062-0000","67062, Hesston, Kansas",-97.43025,38.133995,Postal,100,M
EIN-00-2180657,312,28140,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,-94.616352|39.129678,2005,202090414002005,Block 2005,U,43912,U,S,6,11,20,209,41400,20209041400,Census Tract 414,KS,Wyandotte County,Kansas,1989,"KANSAS CITY,KS,66101-1899","66101-1899, Kansas City, Kansas",-94.616352,39.129678,PostalExt,100,M
EIN-00-2181738,556,48620,"Wichita, KS","Wichita, KS Metro Area",M1,-97.34138|37.689735,1009,201730043021009,Block 1009,U,95077,U,S,2,11,20,173,4302,20173004302,Census Tract 43.02,KS,Sedgwick County,Kansas,1989,"WICHITA,KS,67201-0000","67201, Wichita, Kansas",-97.34138,37.689735,Postal,100,M
EIN-00-2181743,312,11860,"Atchison, KS","Atchison, KS Micro Area",M2,-95.135778|39.55536,1013,200050818001013,Block 1013,U,3601,U,S,18,30,20,5,81800,20005081800,Census Tract 818,KS,Atchison County,Kansas,1989,"ATCHISON,KS,66002-0329","66002-0329, Atchison, Kansas",-95.135778,39.55536,PostalExt,100,M
EIN-00-2181744,,21380,"Emporia, KS","Emporia, KS Micro Area",M2,-96.1776|38.40678,2028,201110001012028,Block 2028,U,27523,U,S,21,29,20,111,101,20111000101,Census Tract 1.01,KS,Lyon County,Kansas,1989,"EMPORIA,KS,66801-0000","66801, Emporia, Kansas",-96.1776,38.40678,Postal,100,M
EIN-00-2181748,312,28140,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,-94.627325|39.1135943,1000,202090420011000,Block 1000,U,43912,U,S,0,290,20,209,42001,20209042001,Census Tract 420.01,KS,Wyandotte County,Kansas,1989,"KANSAS CITY,KS,66101-0000","66101, Kansas City, Kansas",-94.627325,39.1135943,Postal,100,M
EIN-00-2181775,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.325519|40.745484,3018,340130201003018,Block 3018,U,63217,U,S,24,87,34,13,20100,34013020100,Census Tract 201,NJ,Essex County,New Jersey,1989,"SHORT HILLS,NJ,07078-1220","07078-1220, Short Hills, New Jersey",-74.325519,40.745484,PostalExt,100,M
EIN-00-2181777,,31740,"Manhattan, KS","Manhattan, KS Metro Area",M1,-96.841071|39.021003,1009,200610004021009,Block 1009,U,43507,U,S,21,47,20,61,402,20061000402,Census Tract 4.02,KS,Geary County,Kansas,1989,"JUNCTION CITY,KS,66441-3426","66441-3426, Junction City, Kansas",-96.841071,39.021003,PostalExt,100,M
EIN-00-2181795,312,36840,"Ottawa, KS","Ottawa, KS Micro Area",M2,-95.26923|38.615832,2011,200599544002011,Block 2011,U,66322,U,S,4,18,20,59,954400,20059954400,Census Tract 9544,KS,Franklin County,Kansas,1989,"OTTAWA,KS,66067-2212","66067-2212, Ottawa, Kansas",-95.26923,38.615832,PostalExt,100,M
EIN-00-2181823,,30580,"Liberal, KS","Liberal, KS Micro Area",M2,-100.92678|37.04405,3054,201759658003054,Block 3054,U,49636,U,S,6,16,20,175,965800,20175965800,Census Tract 9658,KS,Seward County,Kansas,1989,"LIBERAL,KS,67901-1356","67901, Liberal, Kansas",-100.92678,37.04405,Postal,100,M
EIN-00-2181824,556,48620,"Wichita, KS","Wichita, KS Metro Area",M1,-97.3413495|37.689813,1010,201730043021010,Block 1010,U,95077,U,S,1,8,20,173,4302,20173004302,Census Tract 43.02,KS,Sedgwick County,Kansas,1989,"WICHITA,KS,67201-1521","67201-1521, Wichita, Kansas",-97.3413495,37.689813,PostalExt,100,M
EIN-00-2181847,,21380,"Emporia, KS","Emporia, KS Micro Area",M2,-96.1776|38.40678,2028,201110001012028,Block 2028,U,27523,U,S,21,29,20,111,101,20111000101,Census Tract 1.01,KS,Lyon County,Kansas,1989,"EMPORIA,KS,66801-0000","66801, Emporia, Kansas",-96.1776,38.40678,Postal,100,M
EIN-00-2181865,,,,,,-95.53378|39.854495,2003,200134807002003,Block 2003,R,,,S,15,32,20,13,480700,20013480700,Census Tract 4807,KS,Brown County,Kansas,1989,"HIAWATHA,KS,66434-0000","66434, Hiawatha, Kansas",-95.53378,39.854495,Postal,100,M
EIN-00-2181879,312,28140,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,-94.6084815|39.038751,3006,200910500003006,Block 3006,U,43912,U,S,22,58,20,91,50000,20091050000,Census Tract 500,KS,Johnson County,Kansas,1989,"SHAWNEE-MISSION,KS,66205-1962","66205-1962, Mission, Kansas",-94.6084815,39.038751,PostalExt,99.9,M
EIN-00-2182029,370,33100,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.115669|26.51931,2009,120990060062009,Block 2009,U,56602,U,S,36,92,12,99,6006,12099006006,Census Tract 60.06,FL,Palm Beach County,Florida,1989,"BOYNTON BEACH,FL,33436-4708","33436-4708, Boynton Beach, Florida",-80.115669,26.51931,PostalExt,100,M
EIN-00-2182063,556,48620,"Wichita, KS","Wichita, KS Metro Area",M1,-97.3413495|37.689813,1010,201730043021010,Block 1010,U,95077,U,S,1,8,20,173,4302,20173004302,Census Tract 43.02,KS,Sedgwick County,Kansas,1989,"WICHITA,KS,67201-1090","67201-1090, Wichita, Kansas",-97.3413495,37.689813,PostalExt,100,M
EIN-00-2182104,,45820,"Topeka, KS","Topeka, KS Metro Area",M1,-95.680885|39.0427050000001,4008,201770040004008,Block 4008,U,88084,U,S,26,44,20,177,4000,20177004000,Census Tract 40,KS,Shawnee County,Kansas,1989,"TOPEKA,KS,66612-0000","66612, Topeka, Kansas",-95.680885,39.0427050000001,Postal,100,M
EIN-00-2182125,556,48620,"Wichita, KS","Wichita, KS Metro Area",M1,-97.34138|37.689735,1009,201730043021009,Block 1009,U,95077,U,S,2,11,20,173,4302,20173004302,Census Tract 43.02,KS,Sedgwick County,Kansas,1989,"WICHITA,KS,67201-0000","67201, Wichita, Kansas",-97.34138,37.689735,Postal,100,M
EIN-00-2182164,556,48620,"Wichita, KS","Wichita, KS Metro Area",M1,-97.296678|37.685889,1001,201730023001001,Block 1001,U,95077,U,S,112,138,20,173,2300,20173002300,Census Tract 23,KS,Sedgwick County,Kansas,1989,"WICHITA,KS,67218-1199","67218-1199, Wichita, Kansas",-97.296678,37.685889,PostalExt,100,M
EIN-00-2182195,,45820,"Topeka, KS","Topeka, KS Metro Area",M1,-95.6725499999999|39.0534500000001,1053,201770040001053,Block 1053,U,88084,U,S,0,0,20,177,4000,20177004000,Census Tract 40,KS,Shawnee County,Kansas,1989,"TOPEKA,KS,66601-0000","66601, Topeka, Kansas",-95.6725499999999,39.0534500000001,Postal,100,M
EIN-00-2182245,,,,,,-98.8630785|38.879478,3035,201679738003035,Block 3035,U,76852,U,S,38,114,20,167,973800,20167973800,Census Tract 9738,KS,Russell County,Kansas,1989,"RUSSELL,KS,67665-0713","67665-0713, Russell, Kansas",-98.8630785,38.879478,PostalExt,100,M
EIN-00-2182246,556,48620,"Wichita, KS","Wichita, KS Metro Area",M1,-97.33295|37.6869850000001,1027,201730043011027,Block 1027,U,95077,U,S,0,0,20,173,4301,20173004301,Census Tract 43.01,KS,Sedgwick County,Kansas,1989,"WICHITA,KS,67202-0000","67202, Wichita, Kansas",-97.33295,37.6869850000001,Postal,100,M
